Robot,Delta_muestra,Input_d,d_ref,vel_ref,Input_vel,Input_theta,Output_d,Output_vel,Output_theta,curvatura,vel_crucero,curvatura_predecesor,control
L,0.07700729370117188,22.2,22.2,0.0,0.0,0.002060237993510506,0,0,0,0,0.0,0.0,True
L,0.07676124572753906,22.0,22.2,0.0,0.0,0.0020743241762932493,0,0,0,0,0.0,0.0,True
L,0.07772493362426758,22.0,22.2,0.0,0.0,0.0020696201821026137,0,0,0,0,0.0,0.0,True
L,0.08490443229675293,21.9,22.2,0.0,0.0,0.0020729029050411438,0,0,0,0,0.0,0.0,True
L,0.08370780944824219,22.0,22.2,0.0,0.0,0.0020695390411066632,0,0,0,0,0.0,0.0,True
L,0.07790613174438477,22.2,22.2,0.0,0.0,0.0020625020108514286,0,0,0,0,0.0,0.0,True
L,0.07674932479858398,21.8,22.2,0.0,0.0,0.0020822288381713446,0,0,0,0,0.0,0.0,True
L,0.077789306640625,22.1,22.2,0.0,0.0,0.0020781065895661586,0,0,0,0,0.0,0.0,True
L,0.07774591445922852,21.9,22.2,0.0,0.0,0.002067013263124942,0,0,0,0,0.0,0.0,True
L,0.07841658592224121,22.0,22.2,0.0,0.0,0.0020642101400141504,0,0,0,0,0.0,0.0,True
L,0.0779581069946289,22.1,22.2,0.0,0.0,0.002069959686035967,0,0,0,0,0.0,0.0,True
L,0.07724380493164062,22.3,22.2,0.0,0.0,0.002081039470828127,0,0,0,0,0.0,0.0,True
L,0.07703661918640137,21.7,22.2,0.0,0.0,0.002073687292324682,0,0,0,0,0.0,0.0,True
L,0.08243203163146973,22.0,22.2,0.0,0.0,0.002066752057996759,0,0,0,0,0.0,0.0,True
L,0.08738398551940918,21.8,22.2,0.0,0.0,0.0020757317465876115,0,0,0,0,0.0,0.0,True
L,0.08354401588439941,21.9,22.2,0.0,0.0,0.0020690224643954884,0,0,0,0,0.0,0.0,True
L,0.08291101455688477,21.9,22.2,0.0,0.0,0.0020650757802090055,0,0,0,0,0.0,0.0,True
L,0.08391475677490234,21.9,22.2,0.0,0.0,0.002079439107760575,0,0,0,0,0.0,0.0,True
L,0.08358120918273926,21.9,22.2,0.0,0.0,0.0020720295845151624,0,0,0,0,0.0,0.0,True
L,0.08533143997192383,21.9,22.2,0.0,0.0,0.002064614408361221,0,0,0,0,0.0,0.0,True
L,0.08244800567626953,21.9,22.2,0.0,0.0,0.002080753429977246,0,0,0,0,0.0,0.0,True
L,0.07762765884399414,22.2,22.2,0.0,0.0,0.00207546107097709,0,0,0,0,0.0,0.0,True
L,0.07894039154052734,22.0,22.2,0.0,0.0,0.0020724728295663055,0,0,0,0,0.0,0.0,True
L,0.0771934986114502,22.4,22.2,0.0,0.0,0.002062872922888977,0,0,0,0,0.0,0.0,True
L,0.07632756233215332,22.0,22.2,0.0,0.0,0.0020784206541850803,0,0,0,0,0.0,0.0,True
L,0.07658720016479492,22.0,22.2,0.0,0.0,0.0020838534387201445,0,0,0,0,0.0,0.0,True
L,0.07629799842834473,22.2,22.2,0.0,0.0,0.0020741043992832876,0,0,0,0,0.0,0.0,True
L,0.07649588584899902,22.1,22.2,0.0,0.0,0.00207161111934703,0,0,0,0,0.0,0.0,True
L,0.07633113861083984,22.3,22.2,0.0,0.0,0.002067147781219412,0,0,0,0,0.0,0.0,True
L,0.08067584037780762,21.9,22.2,0.0,0.0,0.0020846795670504317,0,0,0,0,0.0,0.0,True
L,0.08875203132629395,22.0,22.2,0.0,0.0,0.002073667868924875,0,0,0,0,0.0,0.0,True
L,0.08531975746154785,21.8,22.2,0.0,0.0,0.0020637581769776523,0,0,0,0,0.0,0.0,True
L,0.08686351776123047,21.7,22.2,0.0,0.0,0.002073811446476676,0,0,0,0,0.0,0.0,True
L,0.08627176284790039,22.1,22.2,0.0,0.0,0.002069280787631962,0,0,0,0,0.0,0.0,True
L,0.08645963668823242,22.2,22.2,0.0,0.0,0.0020692322072474903,0,0,0,0,0.0,0.0,True
L,0.08613348007202148,22.1,22.2,0.0,0.0,0.0020875775370726027,0,0,0,0,0.0,0.0,True
L,0.08566570281982422,21.9,22.2,0.0,0.0,0.0020668189016633826,0,0,0,0,0.0,0.0,True
L,0.08552074432373047,22.1,22.2,0.0,0.0,0.0020789063116751303,0,0,0,0,0.0,0.0,True
L,0.0880429744720459,21.9,22.2,0.0,0.0,0.002075375353342595,0,0,0,0,0.0,0.0,True
L,0.08506226539611816,22.2,22.2,0.0,0.0,0.0020693322562391546,0,0,0,0,0.0,0.0,True
L,0.08580732345581055,21.6,22.2,0.0,0.0,0.0020752427087467776,0,0,0,0,0.0,0.0,True
L,0.08666205406188965,22.2,22.2,0.0,0.0,0.002073751628587352,0,0,0,0,0.0,0.0,True
L,0.08662676811218262,22.1,22.2,0.0,0.0,0.0020662576715472854,0,0,0,0,0.0,0.0,True
L,0.08705687522888184,22.0,22.2,0.0,0.0,0.002079197012631219,0,0,0,0,0.0,0.0,True
L,0.08849453926086426,22.2,22.2,0.0,0.0,0.0020715131446043525,0,0,0,0,0.0,0.0,True
L,0.08492803573608398,22.1,22.2,0.0,0.0,0.0020874669105298807,0,0,0,0,0.0,0.0,True
L,0.08925509452819824,21.8,22.2,0.0,0.0,0.002069871919088316,0,0,0,0,0.0,0.0,True
L,0.0875706672668457,21.9,22.2,0.0,0.0,0.0020668608069570197,0,0,0,0,0.0,0.0,True
L,0.08798050880432129,22.1,22.2,0.0,0.0,0.0020793671087623454,0,0,0,0,0.0,0.0,True
L,0.08692693710327148,21.9,22.2,0.0,0.0,0.0020719303166336035,0,0,0,0,0.0,0.0,True
L,0.08639311790466309,21.9,22.2,0.0,0.0,0.0020759167119093727,0,0,0,0,0.0,0.0,True
L,0.08640384674072266,22.0,22.2,0.0,0.0,0.002075487010239782,0,0,0,0,0.0,0.0,True
L,0.08642029762268066,22.3,22.2,0.0,0.0,0.0020663713200962186,0,0,0,0,0.0,0.0,True
L,0.09275197982788086,22.2,22.2,0.0,0.0,0.002081223516884197,0,0,0,0,0.0,0.0,True
L,0.0847465991973877,22.1,22.2,0.0,0.0,0.0020744998934883203,0,0,0,0,0.0,0.0,True
L,0.08786416053771973,21.9,22.2,0.0,0.0,0.0020692975556906284,0,0,0,0,0.0,0.0,True
L,0.09085464477539062,21.9,22.2,0.0,0.0,0.0020727595639347105,0,0,0,0,0.0,0.0,True
L,0.0864713191986084,21.9,22.2,0.0,0.0,0.0020662528147780256,0,0,0,0,0.0,0.0,True
L,0.08508610725402832,22.2,22.2,0.0,0.0,0.002084629220041694,0,0,0,0,0.0,0.0,True
L,0.08820486068725586,21.9,22.2,0.0,0.0,0.0020749136387848274,0,0,0,0,0.0,0.0,True
L,0.08917760848999023,21.6,22.2,0.0,0.0,0.002070451130036865,0,0,0,0,0.0,0.0,True
L,0.08511590957641602,21.8,22.2,0.0,0.0,0.002082254619991251,0,0,0,0,0.0,0.0,True
L,0.08832454681396484,21.9,22.2,0.0,0.0,0.002071405796535975,0,0,0,0,0.0,0.0,True
L,0.08757519721984863,22.0,22.2,0.0,0.0,0.002082462254452122,0,0,0,0,0.0,0.0,True
L,0.08650970458984375,22.1,22.2,0.0,0.0,0.0020770770946731357,0,0,0,0,0.0,0.0,True
L,0.08790230751037598,22.1,22.2,0.0,0.0,0.0020732012915579668,0,0,0,0,0.0,0.0,True
L,0.08872413635253906,21.8,22.2,0.0,0.0,0.0020646013740082095,0,0,0,0,0.0,0.0,True
L,0.08761858940124512,22.2,22.2,0.0,0.0,0.0020779644762583234,0,0,0,0,0.0,0.0,True
L,0.08706378936767578,21.8,22.2,0.0,0.0,0.002068709794179054,0,0,0,0,0.0,0.0,True
L,0.08889603614807129,21.9,22.2,0.0,0.0,0.0020680390012576756,0,0,0,0,0.0,0.0,True
L,0.08684682846069336,22.0,22.2,0.0,0.0,0.002070240724686521,0,0,0,0,0.0,0.0,True
L,0.08905196189880371,22.0,22.2,0.0,0.0,0.00208044951037111,0,0,0,0,0.0,0.0,True
L,0.08753442764282227,22.0,22.2,0.0,0.0,0.0020707290708362226,0,0,0,0,0.0,0.0,True
L,0.08584094047546387,22.2,22.2,0.0,0.0,0.002071082610902865,0,0,0,0,0.0,0.0,True
L,0.08744692802429199,22.1,22.2,0.0,0.0,0.0020768711222581703,0,0,0,0,0.0,0.0,True
L,0.08546304702758789,22.2,22.2,0.0,0.0,0.002072034956558457,0,0,0,0,0.0,0.0,True
L,0.08909988403320312,21.9,22.2,0.0,0.0,0.002084608884542336,0,0,0,0,0.0,0.0,True
L,0.08657169342041016,22.3,22.2,0.0,0.0,0.0020745874150173054,0,0,0,0,0.0,0.0,True
L,0.08749938011169434,22.2,22.2,0.0,0.0,0.0020739309541678427,0,0,0,0,0.0,0.0,True
L,0.08962178230285645,22.0,22.2,0.0,0.0,0.0020782019479105764,0,0,0,0,0.0,0.0,True
L,0.08784914016723633,22.3,22.2,0.0,0.0,0.002069430784487119,0,0,0,0,0.0,0.0,True
L,0.08749961853027344,21.9,22.2,0.0,0.0,0.0020741199272838505,0,0,0,0,0.0,0.0,True
L,0.08928346633911133,22.0,22.2,0.0,0.0,0.0020677858363481036,0,0,0,0,0.0,0.0,True
L,0.08679676055908203,22.0,22.2,0.0,0.0,0.0020664088502102317,0,0,0,0,0.0,0.0,True
L,0.08995509147644043,21.8,22.2,0.0,0.0,0.0020816852117892114,0,0,0,0,0.0,0.0,True
L,0.08804464340209961,21.8,22.2,0.0,0.0,0.002074985554868187,0,0,0,0,0.0,0.0,True
L,0.08775544166564941,21.8,22.2,0.0,0.0,0.002075031335584286,0,0,0,0,0.0,0.0,True
L,0.09095168113708496,22.2,22.2,0.0,0.0,0.0020706618626306675,0,0,0,0,0.0,0.0,True
L,0.09040355682373047,22.4,22.2,0.0,0.0,0.0020684416908761413,0,0,0,0,0.0,0.0,True
L,0.08785200119018555,22.1,22.2,0.0,0.0,0.002080061234000483,0,0,0,0,0.0,0.0,True
L,0.08713388442993164,21.9,22.2,0.0,0.0,0.0020649909169373993,0,0,0,0,0.0,0.0,True
L,0.09377527236938477,21.9,22.2,0.0,0.0,0.0020819897272086963,0,0,0,0,0.0,0.0,True
L,0.08502936363220215,21.7,22.2,0.0,0.0,0.0020775219647944407,0,0,0,0,0.0,0.0,True
L,0.08693385124206543,21.9,22.2,0.0,0.0,0.0020714931350077443,0,0,0,0,0.0,0.0,True
L,0.08630490303039551,22.3,22.2,0.0,0.0,0.002082023426001961,0,0,0,0,0.0,0.0,True
L,0.08879852294921875,22.3,22.2,0.0,0.0,0.002077146531696459,0,0,0,0,0.0,0.0,True
L,0.08822989463806152,22.1,22.2,0.0,0.0,0.002077512752705272,0,0,0,0,0.0,0.0,True
L,0.08681583404541016,22.2,22.2,0.0,0.0,0.0020647908284821526,0,0,0,0,0.0,0.0,True
L,0.08637022972106934,21.9,22.2,0.0,0.0,0.0020798378213776883,0,0,0,0,0.0,0.0,True
L,0.08530044555664062,21.7,22.2,0.0,0.0,0.002081356868525341,0,0,0,0,0.0,0.0,True
L,0.094390869140625,22.0,22.2,0.0,0.0,0.002073757025661222,0,0,0,0,0.0,0.0,True
L,0.08698511123657227,21.6,22.2,0.0,0.0,0.002069593910727958,0,0,0,0,0.0,0.0,True
L,0.08836627006530762,21.8,22.2,0.0,0.0,0.0020650215137355977,0,0,0,0,0.0,0.0,True
L,0.08803772926330566,22.0,22.2,0.0,0.0,0.0020719029420004334,0,0,0,0,0.0,0.0,True
L,0.08684325218200684,22.3,22.2,0.0,0.0,0.0020806632416858575,0,0,0,0,0.0,0.0,True
L,0.08842778205871582,21.7,22.2,0.0,0.0,0.002077668102168729,0,0,0,0,0.0,0.0,True
L,0.0875859260559082,22.1,22.2,0.0,0.0,0.002064215383818731,0,0,0,0,0.0,0.0,True
L,0.0904092788696289,21.9,22.2,0.0,0.0,0.002064646133153079,0,0,0,0,0.0,0.0,True
L,0.08866691589355469,22.3,22.2,0.0,0.0,0.0020694642978966,0,0,0,0,0.0,0.0,True
L,0.09597516059875488,21.8,22.2,0.0,0.0,0.00207384627511025,0,0,0,0,0.0,0.0,True
L,0.08550596237182617,22.1,22.2,0.0,0.0,0.0020729205003808216,0,0,0,0,0.0,0.0,True
L,0.12123870849609375,21.9,22.2,0.0,0.0,0.002066836667154512,0,0,0,0,0.0,0.0,True
L,0.08784008026123047,22.2,22.2,0.0,0.0,0.002066014291559848,0,0,0,0,0.0,0.0,True
L,0.09168815612792969,22.1,22.2,0.0,0.0,0.0020779954347933402,0,0,0,0,0.0,0.0,True
L,0.08622121810913086,21.8,22.2,0.0,0.0,0.0020682031759934076,0,0,0,0,0.0,0.0,True
L,0.0865182876586914,22.1,22.2,0.0,0.0,0.002084968059507422,0,0,0,0,0.0,0.0,True
L,0.0851905345916748,22.0,22.2,0.0,0.0,0.0020779715841793512,0,0,0,0,0.0,0.0,True
L,0.08707809448242188,21.9,22.2,0.0,0.0,0.0020624675720838817,0,0,0,0,0.0,0.0,True
L,0.08514213562011719,21.7,22.2,0.0,0.0,0.002083342243339326,0,0,0,0,0.0,0.0,True
L,0.08705615997314453,21.9,22.2,0.0,0.0,0.002075013784303512,0,0,0,0,0.0,0.0,True
L,0.08687472343444824,21.9,22.2,0.0,0.0,0.00206160246446871,0,0,0,0,0.0,0.0,True
L,0.0871436595916748,21.6,22.2,0.0,0.0,0.0020710723448881985,0,0,0,0,0.0,0.0,True
L,0.08668017387390137,21.9,22.2,0.0,0.0,0.0020728115037431864,0,0,0,0,0.0,0.0,True
L,0.08673405647277832,21.8,22.2,0.0,0.0,0.0020861970109872364,0,0,0,0,0.0,0.0,True
L,0.0871896743774414,22.1,22.2,0.0,0.0,0.0020783963173002036,0,0,0,0,0.0,0.0,True
L,0.08591055870056152,22.0,22.2,0.0,0.0,0.002066300106870674,0,0,0,0,0.0,0.0,True
L,0.08412456512451172,22.2,22.2,0.0,0.0,0.002077744742836402,0,0,0,0,0.0,0.0,True
L,0.08959603309631348,21.8,22.2,0.0,0.0,0.002074632779039534,0,0,0,0,0.0,0.0,True
L,0.08773469924926758,22.2,22.2,0.0,0.0,0.002056177124767991,0,0,0,0,0.0,0.0,True
L,0.0859534740447998,21.9,22.2,0.0,0.0,0.0020798124074030678,0,0,0,0,0.0,0.0,True
L,0.08574104309082031,21.9,22.2,0.0,0.0,0.0020698272571365427,0,0,0,0,0.0,0.0,True
L,0.08771061897277832,21.8,22.2,0.0,0.0,0.002080630052878076,0,0,0,0,0.0,0.0,True
L,0.0865945816040039,22.0,22.2,0.0,0.0,0.002072197987300575,0,0,0,0,0.0,0.0,True
L,0.08729195594787598,22.3,22.2,0.0,0.0,0.002069441215624881,0,0,0,0,0.0,0.0,True
L,0.09258842468261719,21.5,22.2,0.0,0.0,0.002073812963137496,0,0,0,0,0.0,0.0,True
L,0.08493185043334961,22.0,22.2,0.0,0.0,0.0020694655649063647,0,0,0,0,0.0,0.0,True
L,0.0873267650604248,22.1,22.2,0.0,0.0,0.0020802285670432634,0,0,0,0,0.0,0.0,True
L,0.08745598793029785,22.0,22.2,0.0,0.0,0.002073506300366559,0,0,0,0,0.0,0.0,True
L,0.08782100677490234,22.2,22.2,0.0,0.0,0.002070387637437646,0,0,0,0,0.0,0.0,True
L,0.08737564086914062,22.1,22.2,0.0,0.0,0.00207788894224262,0,0,0,0,0.0,0.0,True
L,0.08630537986755371,21.6,22.2,0.0,0.0,0.002074707868611721,0,0,0,0,0.0,0.0,True
L,0.08532094955444336,21.8,22.2,0.0,0.0,0.0020664088502102317,0,0,0,0,0.0,0.0,True
L,0.08899164199829102,22.2,22.2,0.0,0.0,0.0020726499313758143,0,0,0,0,0.0,0.0,True
L,0.08834266662597656,22.2,22.2,0.0,0.0,0.0020621860302595264,0,0,0,0,0.0,0.0,True
L,0.0877225399017334,22.0,22.2,0.0,0.0,0.0020895053356813045,0,0,0,0,0.0,0.0,True
L,0.08680486679077148,22.1,22.2,0.0,0.0,0.0020682192327266097,0,0,0,0,0.0,0.0,True
L,0.08667969703674316,21.7,22.2,0.0,0.0,0.0020659657378658,0,0,0,0,0.0,0.0,True
L,0.08697700500488281,22.0,22.2,0.0,0.0,0.0020765078552872455,0,0,0,0,0.0,0.0,True
L,0.08514833450317383,21.9,22.2,0.0,0.0,0.0020755214675319345,0,0,0,0,0.0,0.0,True
L,0.0893104076385498,22.1,22.2,0.0,0.0,0.002064667325451405,0,0,0,0,0.0,0.0,True
L,0.08662772178649902,22.1,22.2,0.0,0.0,0.002070719283103547,0,0,0,0,0.0,0.0,True
L,0.08829975128173828,22.0,22.2,0.0,0.0,0.0020655228864200066,0,0,0,0,0.0,0.0,True
L,0.08759593963623047,21.9,22.2,0.0,0.0,0.0020780927957259167,0,0,0,0,0.0,0.0,True
L,0.08698892593383789,21.7,22.2,0.0,0.0,0.002072174136851697,0,0,0,0,0.0,0.0,True
L,0.0866537094116211,22.2,22.2,0.0,0.0,0.0020698584847305777,0,0,0,0,0.0,0.0,True
L,0.08886194229125977,21.9,22.2,0.0,0.0,0.0020802175814279822,0,0,0,0,0.0,0.0,True
L,0.08529472351074219,21.8,22.2,0.0,0.0,0.002071892561908275,0,0,0,0,0.0,0.0,True
L,0.08905196189880371,22.3,22.2,0.0,0.0,0.002077382489704294,0,0,0,0,0.0,0.0,True
L,0.08597731590270996,22.3,22.2,0.0,0.0,0.002073812220905069,0,0,0,0,0.0,0.0,True
L,0.08868622779846191,22.0,22.2,0.0,0.0,0.0020738047456375333,0,0,0,0,0.0,0.0,True
L,0.08677411079406738,22.0,22.2,0.0,0.0,0.002068031426118927,0,0,0,0,0.0,0.0,True
L,0.08557891845703125,22.0,22.2,0.0,0.0,0.0020787685952154892,0,0,0,0,0.0,0.0,True
L,0.0863797664642334,22.4,22.2,0.0,0.0,0.0020655743348491767,0,0,0,0,0.0,0.0,True
L,0.08544802665710449,22.1,22.2,0.0,0.0,0.002078663303364642,0,0,0,0,0.0,0.0,True
L,0.08692717552185059,22.2,22.2,0.0,0.0,0.0020734095826224807,0,0,0,0,0.0,0.0,True
L,0.0868525505065918,22.2,22.2,0.0,0.0,0.0020674113809930937,0,0,0,0,0.0,0.0,True
L,0.08480072021484375,21.8,22.2,0.0,0.0,0.002072866870495403,0,0,0,0,0.0,0.0,True
L,0.08700704574584961,22.0,22.2,0.0,0.0,0.0020683117610938856,0,0,0,0,0.0,0.0,True
L,0.09363961219787598,21.8,22.2,0.0,0.0,0.002078763466547743,0,0,0,0,0.0,0.0,True
L,0.08876419067382812,21.7,22.2,0.0,0.0,0.0020670405883267445,0,0,0,0,0.0,0.0,True
L,0.08730840682983398,22.0,22.2,0.0,0.0,0.0020650478397071606,0,0,0,0,0.0,0.0,True
L,0.08864855766296387,22.2,22.2,0.0,0.0,0.002069190142124081,0,0,0,0,0.0,0.0,True
L,0.08901596069335938,21.8,22.2,0.0,0.0,0.002063014763557566,0,0,0,0,0.0,0.0,True
L,0.08678674697875977,21.9,22.2,0.0,0.0,0.002078327228551638,0,0,0,0,0.0,0.0,True
L,0.0865774154663086,21.8,22.2,0.0,0.0,0.002072985771150191,0,0,0,0,0.0,0.0,True
L,0.08663558959960938,21.8,22.2,0.0,0.0,0.002064713793724887,0,0,0,0,0.0,0.0,True
L,0.08878135681152344,22.0,22.2,0.0,0.0,0.002077898802560997,0,0,0,0,0.0,0.0,True
L,0.09041929244995117,21.9,22.2,0.0,0.0,0.0020703595368372057,0,0,0,0,0.0,0.0,True
L,0.08835053443908691,22.3,22.2,0.0,0.0,0.0020822190419871214,0,0,0,0,0.0,0.0,True
L,0.08454394340515137,22.1,22.2,0.0,0.0,0.0020717502956964767,0,0,0,0,0.0,0.0,True
L,0.08515310287475586,22.3,22.2,0.0,0.0,0.002069054443477217,0,0,0,0,0.0,0.0,True
L,0.0849151611328125,22.1,22.2,0.0,0.0,0.0020731244634704755,0,0,0,0,0.0,0.0,True
L,0.08577871322631836,22.1,22.2,0.0,0.0,0.00207640262797811,0,0,0,0,0.0,0.0,True
L,0.08694815635681152,21.9,22.2,0.0,0.0,0.0020680984693977416,0,0,0,0,0.0,0.0,True
L,0.08687710762023926,21.8,22.2,0.0,0.0,0.0020737974194519854,0,0,0,0,0.0,0.0,True
L,0.08924984931945801,22.0,22.2,0.0,0.0,0.0020668765807557565,0,0,0,0,0.0,0.0,True
L,0.08883166313171387,22.3,22.2,0.0,0.0,0.002090562369139128,0,0,0,0,0.0,0.0,True
L,0.0855410099029541,22.1,22.2,0.0,0.0,0.0020760070565328925,0,0,0,0,0.0,0.0,True
L,0.08793354034423828,21.8,22.2,0.0,0.0,0.00206483228855491,0,0,0,0,0.0,0.0,True
L,0.0898594856262207,21.9,22.2,0.0,0.0,0.0020832842304007765,0,0,0,0,0.0,0.0,True
